source_url	parsed_url
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/07/02/fox-host-says-jack-dorsey-told-him-privately-theres-bias-twitter/224112
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/07/02/Rush-Limbaugh-says-that-maybe-toilet-water-is-a-step-up-for-some-migrants-based-on-what-th/224113
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/07/03/magical-event-fox-friends-propagandists-swoon-over-trump-s-authoritarian-style-july-4-makeover/224122
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/06/28/rush-limbaugh-rants-7-minutes-about-how-democrats-are-country-s-biggest-hate-group/224090
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/06/28/fox-business-host-stuart-varney-says-repealing-trumps-tax-cuts-rich-and-corporations-would-ruin/224085
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/05/30/how-disinformation-works-news-outlets-are-filtering-muellers-statement-through-trumps-lies/223837
https://www.mediamatters.org/	https://www.mediamatters.org/research/2018/10/29/these-are-fox-news-leading-advertisers/221904
https://www.mediamatters.org/	https://www.mediamatters.org/node/789801
https://www.mediamatters.org/	https://www.mediamatters.org/issues/reproductive-rights
https://www.mediamatters.org/	https://www.mediamatters.org/rss
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/07/02/fox-anchor-gives-border-patrol-union-rep-platform-downplay-hateful-facebook-group-its-around-20/224114
https://www.mediamatters.org/	https://action.mediamatters.org/secure/donate
https://www.mediamatters.org/	https://mediamatters.nationbuilder.com/donate2015
https://www.mediamatters.org/	https://www.mediamatters.org/issues/national-security-foreign-policy
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/07/02/fox-friends-guest-uses-measles-outbreak-spread-fear-immigrants/224106
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/06/27/debate-moderators-asked-about-abortion-right-wing-media-reacted-predictable-spin/224072
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/06/27/anti-abortion-ad-aired-democratic-debate-was-fueled-right-wing-media-talking-points/224077
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/06/27/dumbest-moment-last-night-s-debate/224069
https://www.mediamatters.org/	https://www.mediamatters.org/research
https://www.mediamatters.org/	https://www.mediamatters.org/jobs
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/06/22/major-newspapers-largely-leave-new-report-sexual-assault-trump-their-front-pages/224009
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/07/02/Foxs-Brian-Kilmeade-likens-overcrowded-border-detention-facilities-to-a-house-party-with-1/224108
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/07/01/karl-rove-defended-trump-entering-north-korea-2008-rove-warned-against-obama-participating/224102
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/07/01/fox-hosts-laugh-about-their-hypocritical-praise-trump-meeting-dictators-admit-theyd-criticize/224104
https://www.mediamatters.org/	https://www.facebook.com/Mediamatters
https://www.mediamatters.org/	https://mediamatters.org/trumps-war-on-the-press
https://www.mediamatters.org/	https://www.mediamatters.org/issues/immigration
https://www.mediamatters.org/	https://www.mediamatters.org/issues/environment-science
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/07/03/don-t-air-trump-s-patently-ridiculous-4th-july-campaign-rally/224124
https://www.mediamatters.org/	https://www.mediamatters.org/issues/education
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/07/02/nratv-employee-attorneys-will-review-how-nras-former-ad-firm-treating-employees/224110
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/07/02/sebastian-gorka-rep-ocasio-cortez-was-screaming-harridan-witch-those-cbp-officers/224118
https://www.mediamatters.org/	https://www.mediamatters.org/issues/justice-civil-liberties
https://www.mediamatters.org/	https://www.mediamatters.org/blog
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/06/28/Only-10-of-170-questions-at-the-first-Democratic-primary-debates-were-about-the-climate-cr/224081
https://www.mediamatters.org/	https://www.mediamatters.org/rss/latest.rss
https://www.mediamatters.org/	https://action.mediamatters.org/content/sign-email-updates
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/06/28/Foxs-Stuart-Varney-and-Tammy-Bruce-suggest-that-extending-health-care-to-undocumented-migr/224086
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/07/01/how-conservative-figures-turned-flimsy-rumor-about-concrete-milkshakes-portland-meme/224103
https://www.mediamatters.org/	https://www.mediamatters.org/research/2019/06/26/nratv-now-finished-here-are-bigotry-lies-and-hatred-nra-tolerated-years/224056
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/06/30/tucker-carlson-defends-trump-being-sincere-liking-kim-jong-un-and-realistic-about-north-korean/224092
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/06/28/trump-s-sycophants-attack-traitor-chief-justice-john-roberts-after-census-ruling/224088
https://www.mediamatters.org/	https://www.mediamatters.org/
https://www.mediamatters.org/	https://twitter.com/mmfa
https://www.mediamatters.org/	https://www.mediamatters.org/#main-content
https://www.mediamatters.org/	http://www.facebook.com/Mediamatters
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/06/28/Brian-Kilmeade-wonders-how-the-narrative-flipped-so-that-Republicans-who-fought-racism-up-/224089
https://www.mediamatters.org/	https://mediamatters.nationbuilder.com/donate2017/?recruiter_id=765244
https://www.mediamatters.org/	https://www.mediamatters.org/issues/media-structures-regulations
https://www.mediamatters.org/	https://www.mediamatters.org/issues/elections
https://www.mediamatters.org/	http://mythopedia.mediamatters.org
https://www.mediamatters.org/	https://cloudfront.mediamatters.org/drupal/mm/images/favicon.ico
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/07/02/tucker-carlson-defends-racist-smear-kamala-harris/224119
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/07/01/Foxs-Brian-Kilmeade-says-Trump-couldnt-have-legitimized-Kim-Jong-Un-because-that-family-ha/224094
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/07/01/fox-friends-celebrates-trump-stepping-across-dmz-north-korea-dj-khaleds-all-i-do-win/224093
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/06/27/Fox---Friends-complains-that-the-thing-that-was-lacking-in-Democratic-debates-over-immigra/224068
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/06/27/nbc-s-chuck-todd-shows-how-not-ask-candidates-about-gun-safety-legislation/224071
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/06/26/Heres-how-a-fringe-smear-targeting-E-Jean-Carroll-reached-Donald-Trump-Jr/224061
https://www.mediamatters.org/	https://cdn.jsdelivr.net/bootstrap/3.3.5/css/bootstrap.css
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/07/03/cnn-employee-used-network-push-trump-trade-agreement-days-after-registering-lobby-it/224115
https://www.mediamatters.org/	https://www.mediamatters.org/terms-conditions
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/07/03/fox-friends-gives-platform-guest-who-insists-border-detention-facilities-where-children-are-locked/224121
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/06/28/foxs-jason-chaffetz-democratic-debates-they-were-doing-everything-they-could-take-away-your-freedoms/224083
https://www.mediamatters.org/	https://www.mediamatters.org/research/2019/06/24/A-pro-Trump-subreddit-is-full-of-calls-for-violence-in-support-of-Oregon-Republicans/224018
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/07/02/fox-news-host-detention-centers-are-best-relief-these-people-are-going-get/224117
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/07/03/fox-friends-co-host-we-need-more-border-detention-facilities-because-these-are-gods-children-being/224120
https://www.mediamatters.org/	https://www.mediamatters.org/issues/government
https://www.mediamatters.org/	https://www.mediamatters.org/research/2019/06/26/cable-news-chyrons-frequently-parroted-trump-s-false-statements-press-gaggles/224007
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/07/01/cnn-commentator-attacks-green-policies-while-his-firm-collects-hundreds-thousands-fossil-fuel/224075
https://www.mediamatters.org/	https://www.mediamatters.org/issues/inclusion-matters
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/07/01/fox-guest-says-biden-needs-transition-half-black-half-pacific-islander-woman-win-democratic/224105
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/06/27/lou-dobbs-asks-if-its-time-trump-administration-outright-defy-activist-supreme-courty-over-census/224078
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/06/28/Foxs-Stuart-Varney-on-Twitters-new-rule-labeling-tweets-from-world-leaders-that-violate-it/224087
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/06/27/tucker-carlson-calls-cory-booker-one-two-whitest-candidates-stage-and-warns-democrats-could-ban/224080
https://www.mediamatters.org/	http://www.w3.org/1999/xhtml/vocab
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/06/27/parkland-parent-criticizes-chuck-todd-s-gun-safety-questions-democratic-primary-debate/224070
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/07/02/Fox-News-is-falsely-claiming-Democrats-are-incentivizing-migration-and-Trumps-approach-to-/224109
https://www.mediamatters.org/	https://www.mediamatters.org/contacts
https://www.mediamatters.org/	https://www.mediamatters.org/research/2019/07/01/fox-gushes-over-trumps-dmz-photo-op-while-foreign-policy-experts-slam-him-granting-legitimacy-north/224098
https://www.mediamatters.org/	https://mediamatters.nationbuilder.com/donate2018/?recruiter_id=765244
https://www.mediamatters.org/	https://www.mediamatters.org/issues/economy
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/07/02/never-trump-republican-pundits-lament-democratic-primary-not-catering-them/224111
https://www.mediamatters.org/	https://www.mediamatters.org/research/2018/10/29/tucker-carlsons-descent-white-supremacy-timeline/221741
https://www.mediamatters.org/	https://www.mediamatters.org/about
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/07/03/fox-host-says-trump-cant-hijack-4th-july-because-you-cant-hijack-something-you-already-own/224128
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2018/01/25/sinister-pro-trump-propaganda-lou-dobbs/219153
https://www.mediamatters.org/	https://www.mediamatters.org/video
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/07/02/fox-friends-former-customs-and-border-protection-chief-calls-facebook-group-where-officers-joked/224107
https://www.mediamatters.org/	https://www.mediamatters.org/issues/diversity-discrimination
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2018/03/08/insane-toxic-trump-adulation-jeanine-pirro/219577
https://www.mediamatters.org/	https://www.mediamatters.org/issues
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/07/02/worst-right-wing-commentator-and-potential-congressional-candidate-allen-west/224100
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2018/11/13/sinclair-already-gearing-trump-2020/222057
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/06/27/fox-s-rachel-campos-duffy-english-language-opportunity-america-if-you-really-want-help-hispanics/224082
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/06/27/after-losing-nra-spokesperson-job-dana-loesch-goes-fox-falsely-claim-only-1-americans-want-stronger/224073
https://www.mediamatters.org/	https://www.mediamatters.org/corrections
https://www.mediamatters.org/	https://action.mediamatters.org/secure/drop-fox
https://www.mediamatters.org/	https://www.instagram.com/mediamattersforamerica/
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/07/01/foxs-ainsley-earhardt-expresses-concern-undocumented-immigration-can-change-landscape-our-entire/224095
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/06/26/reddit-quarantined-pro-trump-forum-thedonald-calls-violence-trump-s-team-has-relied-forum-content/224059
https://www.politico.com/tipsheets/morning-money	https://secure.politico.com/settings
https://www.politico.com/tipsheets/morning-money	https://medium.com/l/the-trump-45
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/transportation
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-180x180.png
https://www.politico.com/tipsheets/morning-money	mailto:?to=&amp;subject=Big changes in Europe — Trump taps two for the Fed — Lagarde rising&amp;body=https://www.politico.com/newsletters/morning-money/2019/07/03/big-changes-in-europe-453710
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/about-us
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/07/05/biden-trump-nato-1399009
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/cartoon-carousel
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/trade
https://www.politico.com/tipsheets/morning-money	https://twitter.com/judyshel/status/1146228871118938113
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/219a706/2147483647/thumbnail/57x57/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.instagram.com/politico/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/story/2019/07/04/trump-fourth-july-founding-fathers-227267
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/faq
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/employment-immigration
https://www.politico.com/tipsheets/morning-money	https://www.bloomberg.com/opinion/articles/2019-07-02/lagarde-is-right-person-at-right-time-for-european-central-bank
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2019/07/02/red-alert-time-for-biden-453157
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-76x76.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/ehealth
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/agenda/story/2019/06/13/jim-bridenstine-nasa-interview-000900
https://www.politico.com/tipsheets/morning-money	https://static3.politico.com/resource/assets/css/style-core.min.6f10255e94f82b502e7dfa7dec20e3c4.gz.css
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-114x114.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/07/05/biden-harris-debate-attack-1399003
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/5f20ff0/2147483647/thumbnail/114x114/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://twitter.com/Lagarde/status/1146105347800743936
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/technology
https://www.politico.com/tipsheets/morning-money	https://login.politico.com/_login?base=https%3A%2F%2Fwww.politico.com&amp;redirect=%2F_login&amp;logout=%2F_logout&amp;lRedirect=true&amp;sRedirect=%2Fsettings&amp;js=false
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/politics
https://www.politico.com/tipsheets/morning-money	http://www.powerjobs.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/feedback
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/playbook
https://www.politico.com/tipsheets/morning-money	http://www.twitter.com/morningmoneyben
https://www.politico.com/tipsheets/morning-money	https://www.cnbc.com/2019/07/03/lee-iacocca-auto-industry-icon-dead-at-94.html
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/agriculture
https://www.politico.com/tipsheets/morning-money	mailto:bwhite@politico.com
https://www.politico.com/tipsheets/morning-money	http://www.twitter.com/AubreeEWeaver
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/us-china-relations
https://www.politico.com/tipsheets/morning-money	https://www.politicopro.com/
https://www.politico.com/tipsheets/morning-money	https://www.theinstitutionalriskanalyst.com/single-post/2019/07/01/Deutsche-Bank-GSEs-Systemic-Risk
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/manifest.json
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/archive
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/07/04/buttigieg-racism-question-south-bend-1398969
https://www.politico.com/tipsheets/morning-money	https://twitter.com/politico
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/new-york
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/matt-wuerker
https://www.politico.com/tipsheets/morning-money	mailto:aweaver@politico.com
https://www.politico.com/tipsheets/morning-money	https://www.cnbc.com/quotes/?symbol=F
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/blogs/under-the-radar
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/election-results/2018/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/what-works-next/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/WomenRule
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/gallery/2019/07/05/the-nations-cartoonists-on-the-week-in-politics-003210
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/defense
https://www.politico.com/tipsheets/morning-money	https://subscriber.politicopro.com/
https://www.politico.com/tipsheets/morning-money	https://subscriber.politicopro.com/article/2019/07/house-democrats-sue-for-trumps-tax-returns-1513990
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/cf/05/ee684a274496b04fa20ba2978da1/politico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-120x120.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/podcasts
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/story/2019/07/05/new-mount-rushmore-america-agreed-heroes-227264
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/07/05/democratic-debates-2020-september-1398973
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/white-house
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/07/02/spies-intelligence-community-mckinsey-1390863
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/privacy-policy
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/story/2019/07/04/trumps-grand-display-of-isolation-227270
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/advertising
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/thedeciders
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-16x16.png
https://www.politico.com/tipsheets/morning-money	https://secure.politico.com/payment
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/florida
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/pro-canada
https://www.politico.com/tipsheets/morning-money	https://login.politico.com/_logout?base=https%3A%2F%2Fwww.politico.com&amp;redirect=%2F_logout&amp;js=false
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2019/07/03/big-changes-in-europe-453710
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/07/02/trump-goldbug-shelton-economist-waller-fed-board-1568394
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2020-elections
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/story/2019/07/05/fake-news-real-war-227272
https://www.politico.com/tipsheets/morning-money	https://www.politico.eu/article/eu-european-leaders-pick-germany-defense-minister-ursula-von-der-leyen-to-lead-commission-charles-michel-council/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/video
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/previous
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/education
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/subscriptions
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/sitemap
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2019/06/28/tough-night-for-biden-451959
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/aae155b/2147483647/thumbnail/144x144/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.eu/pro/christine-lagarde-ecb-presidency-politics/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tipsheets/morning-money
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/energy-and-environment
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/gallery
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/about
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/global-translations
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/upcoming
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/9f68bc0/2147483647/thumbnail/72x72/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/safari-pinned-tab.svg
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/agenda/issue/the-new-moon-race
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/rss/morningmoney.xml
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/android-chrome-192x192.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/07/04/trump-fourth-mall-1398968
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/cybersecurity
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/california
https://www.politico.com/tipsheets/morning-money	http://edition.pagesuite-professional.co.uk/Launch.aspx?bypass=true&amp;PBID=74262970-aa07-44b3-80c8-21fa8a8ac376
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/agenda/future-of-prosperity
https://www.politico.com/tipsheets/morning-money	http://api.addthis.com/oexchange/0.8/forward/twitter/offer?pco=tbx32nj-1.0&amp;url=https://politi.co/2NvZoUZ&amp;text=Big changes in Europe&amp;pubid=politico.com&amp;via=politico
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/07/05/beto-orourke-2020-1398970
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/terms-of-service
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/gallery/2019/07/04/photos-from-the-trumps-salute-to-america-003211
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/tag/fourth-estate
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/blogs/politico-press
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/rss
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-32x32.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/congress
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2019/06/27/wall-street-barely-mentioned-in-democratic-debate-451300
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-60x60.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/staff/ben-white
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/careers
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-144x144.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/subscribe/breaking-news-alerts
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/staff/aubree-eliza-weaver
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2019/07/01/china-timeout-452655
https://www.politico.com/tipsheets/morning-money	http://api.addthis.com/oexchange/0.8/forward/facebook/offer?pco=tbx32nj-1.0&amp;url=https://politi.co/2NvZoUZ&amp;pubid=politico.com
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/finance
